,sales,date,region
5658,2355,12/21/2021,east
5659,2355,12/21/2021,west
5660,2205,12/22/2021,north
5661,2155,12/22/2021,south
5662,2010,12/22/2021,east
5663,2005,12/22/2021,west
5664,2410,12/23/2021,north
5665,2265,12/23/2021,south
5666,2205,12/23/2021,east
5667,2115,12/23/2021,west
5668,2050,12/24/2021,north
5669,2135,12/24/2021,south
5670,2440,12/24/2021,east
5671,2360,12/24/2021,west
5672,2405,12/25/2021,north
5673,2115,12/25/2021,south
5674,2085,12/25/2021,east
5675,2290,12/25/2021,west
5676,2245,12/26/2021,north
5677,2460,12/26/2021,south
5678,2450,12/26/2021,east
5679,2310,12/26/2021,west
5680,2370,12/27/2021,north
5681,2040,12/27/2021,south
5682,2415,12/27/2021,east
5683,2015,12/27/2021,west
5684,2245,12/28/2021,north
5685,2120,12/28/2021,south
5686,2415,12/28/2021,east
5687,2295,12/28/2021,west
5688,2445,12/29/2021,north
5689,2215,12/29/2021,south
5690,2285,12/29/2021,east
5691,2395,12/29/2021,west
5692,2435,12/30/2021,north
5693,2400,12/30/2021,south
5694,2260,12/30/2021,east
5695,2315,12/30/2021,west
5696,2315,12/31/2021,north
5697,2175,12/31/2021,south
5698,2295,12/31/2021,east
5699,2055,12/31/2021,west
5700,2130,1/1/2022,north
5701,2480,1/1/2022,south
5702,2190,1/1/2022,east
5703,2170,1/1/2022,west
5704,2160,1/2/2022,north
5705,2120,1/2/2022,south
5706,2110,1/2/2022,east
5707,2080,1/2/2022,west
5708,2050,1/3/2022,north
5709,2150,1/3/2022,south
5710,2440,1/3/2022,east
5711,2055,1/3/2022,west
5712,2405,1/4/2022,north
5713,2020,1/4/2022,south
5714,2010,1/4/2022,east
5715,2005,1/4/2022,west
5716,2480,1/5/2022,north
5717,2360,1/5/2022,south
5718,2025,1/5/2022,east
5719,2275,1/5/2022,west
5720,2245,1/6/2022,north
5721,2060,1/6/2022,south
5722,2290,1/6/2022,east
5723,2205,1/6/2022,west
5724,2065,1/7/2022,north
5725,2050,1/7/2022,south
5726,2180,1/7/2022,east
5727,2135,1/7/2022,west
5728,2370,1/8/2022,north
5729,2245,1/8/2022,south
5730,2070,1/8/2022,east
5731,2395,1/8/2022,west
5732,2490,1/9/2022,north
5733,2105,1/9/2022,south
5734,2335,1/9/2022,east
5735,2250,1/9/2022,west
5736,2240,1/10/2022,north
5737,2090,1/10/2022,south
5738,2370,1/10/2022,east
5739,2315,1/10/2022,west
5740,2000,1/11/2022,north
5741,2075,1/11/2022,south
5742,2305,1/11/2022,east
5743,2145,1/11/2022,west
5744,2050,1/12/2022,north
5745,2260,1/12/2022,south
5746,2095,1/12/2022,east
5747,2500,1/12/2022,west
5748,2260,1/13/2022,north
5749,2365,1/13/2022,south
5750,2485,1/13/2022,east
5751,2180,1/13/2022,west
5752,2245,1/14/2022,north
5753,2225,1/14/2022,south
5754,2080,1/14/2022,east
5755,2250,1/14/2022,west
5756,2115,1/15/2022,north
5757,2145,1/15/2022,south
5758,2130,1/15/2022,east
5759,2120,1/15/2022,west
5760,2315,1/16/2022,north
5761,2410,1/16/2022,south
5762,2290,1/16/2022,east
5763,2150,1/16/2022,west
5764,2295,1/17/2022,north
5765,2015,1/17/2022,south
5766,2070,1/17/2022,east
5767,2095,1/17/2022,west
5768,2045,1/18/2022,north
5769,2125,1/18/2022,south
5770,2085,1/18/2022,east
5771,2095,1/18/2022,west
5772,2295,1/19/2022,north
5773,2265,1/19/2022,south
5774,2040,1/19/2022,east
5775,2200,1/19/2022,west
5776,2415,1/20/2022,north
5777,2435,1/20/2022,south
5778,2160,1/20/2022,east
5779,2210,1/20/2022,west
5780,2295,1/21/2022,north
5781,2405,1/21/2022,south
5782,2380,1/21/2022,east
5783,2360,1/21/2022,west
5784,2080,1/22/2022,north
5785,2220,1/22/2022,south
5786,2495,1/22/2022,east
5787,2500,1/22/2022,west
5788,2170,1/23/2022,north
5789,2135,1/23/2022,south
5790,2205,1/23/2022,east
5791,2445,1/23/2022,west
5792,2195,1/24/2022,north
5793,2375,1/24/2022,south
5794,2370,1/24/2022,east
5795,2410,1/24/2022,west
5796,2470,1/25/2022,north
5797,2370,1/25/2022,south
5798,2110,1/25/2022,east
5799,2480,1/25/2022,west
5800,2085,1/26/2022,north
5801,2320,1/26/2022,south
5802,2075,1/26/2022,east
5803,2485,1/26/2022,west
5804,2165,1/27/2022,north
5805,2400,1/27/2022,south
5806,2055,1/27/2022,east
5807,2435,1/27/2022,west
5808,2380,1/28/2022,north
5809,2410,1/28/2022,south
5810,2240,1/28/2022,east
5811,2450,1/28/2022,west
5812,2190,1/29/2022,north
5813,2345,1/29/2022,south
5814,2290,1/29/2022,east
5815,2380,1/29/2022,west
5816,2145,1/30/2022,north
5817,2150,1/30/2022,south
5818,2500,1/30/2022,east
5819,2305,1/30/2022,west
5820,2045,1/31/2022,north
5821,2375,1/31/2022,south
5822,2040,1/31/2022,east
5823,2055,1/31/2022,west
5824,2405,2/1/2022,north
5825,2310,2/1/2022,south
5826,2405,2/1/2022,east
5827,2420,2/1/2022,west
5828,2160,2/2/2022,north
5829,2485,2/2/2022,south
5830,2375,2/2/2022,east
5831,2435,2/2/2022,west
5832,2125,2/3/2022,north
5833,2185,2/3/2022,south
5834,2090,2/3/2022,east
5835,2115,2/3/2022,west
5836,2035,2/4/2022,north
5837,2215,2/4/2022,south
5838,2010,2/4/2022,east
5839,2190,2/4/2022,west
5840,2070,2/5/2022,north
5841,2000,2/5/2022,south
5842,2130,2/5/2022,east
5843,2235,2/5/2022,west
5844,2250,2/6/2022,north
5845,2365,2/6/2022,south
5846,2020,2/6/2022,east
5847,2215,2/6/2022,west
5848,2290,2/7/2022,north
5849,2145,2/7/2022,south
5850,2255,2/7/2022,east
5851,2265,2/7/2022,west
5852,2375,2/8/2022,north
5853,2360,2/8/2022,south
5854,2430,2/8/2022,east
5855,2330,2/8/2022,west
5856,2290,2/9/2022,north
5857,2435,2/9/2022,south
5858,2225,2/9/2022,east
5859,2255,2/9/2022,west
5860,2275,2/10/2022,north
5861,2310,2/10/2022,south
5862,2070,2/10/2022,east
5863,2445,2/10/2022,west
5864,2405,2/11/2022,north
5865,2030,2/11/2022,south
5866,2470,2/11/2022,east
5867,2265,2/11/2022,west
5868,2245,2/12/2022,north
5869,2490,2/12/2022,south
5870,2110,2/12/2022,east
5871,2085,2/12/2022,west
5872,2425,2/13/2022,north
5873,2245,2/13/2022,south
5874,2500,2/13/2022,east
5875,2390,2/13/2022,west
5876,2035,2/14/2022,north
5877,2465,2/14/2022,south
5878,2500,2/14/2022,east
5879,2115,2/14/2022,west
